region,firm_type,university_tier,education,english_cefr,english_value,experience_years,genai_adopted,productivity_index,monthly_salary_bdt,weekly_learning_hours
Chittagong,Outsourcing,"T1 (BUET, DU, IUT)",Diploma,B2,3.0,3.649024875410149,1,151.3036022828622,69834.30033357278,4.843268433946947
Chittagong,Local SME,"T1 (BUET, DU, IUT)",BSc,C1,4.0,12.16525319022364,1,187.3859578663022,91448.68283616805,5.559854265724665
Sylhet,Outsourcing,T3 (Private),MSc,A2,1.0,1.3897592571854875,0,117.72867184413919,44447.11343188203,7.068459098111449
Dhaka,MNC subsidiary,Self-taught,Diploma,B1,2.0,5.581654006647408,1,140.66409560443188,88717.29222289259,4.196631634040601
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,4.80637485435508,1,147.58545312086335,80247.86680379875,5.51536289903659
Dhaka,Local SME,T3 (Private),MSc,C1,4.0,2.578799907198311,1,148.7428878587,50947.31964193739,5.165357510771212
Dhaka,Outsourcing,T3 (Private),BSc,B2,3.0,12.983184040123643,0,106.40478124831323,90849.01895779715,4.207483564135321
Dhaka,Outsourcing,T3 (Private),BSc,B2,3.0,2.2333319421727587,1,120.93867365949077,80831.79884217388,2.4969625368163753
Dhaka,Local SME,T3 (Private),MSc,B2,3.0,5.332183644867074,1,141.12216198760265,71082.26757319689,5.480478680761779
Rajshahi,MNC subsidiary,"T1 (BUET, DU, IUT)",BSc,A2,1.0,8.222233537904147,0,116.22264184101093,59608.0617757136,4.941397967459442
Dhaka,Outsourcing,"T1 (BUET, DU, IUT)",BSc,B1,2.0,3.435238023383988,1,117.71207857972375,75027.19932707962,4.0901262625455
Chittagong,Local SME,T3 (Private),BSc,B2,3.0,7.193024311961368,1,161.6255707629671,37723.26865299075,4.030794532968744
Rajshahi,Local SME,Self-taught,BSc,B1,2.0,0.7280525549202244,0,108.07505596530459,42965.10543065653,2.759778226398529
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",MSc,A2,1.0,4.312943697175014,1,135.59004558966717,87154.47306165448,6.104767111441553
Dhaka,MNC subsidiary,"T2 (KUET, RUET, SUST)",Diploma,B2,3.0,5.433154501477649,0,132.11392489097906,63196.015321091436,5.440698216705018
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,0.5179420215917823,1,122.1986670901267,45049.91526201668,4.693636121595926
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,2.7006852210550014,1,133.91301698274702,80232.73221340365,2.283850157274075
Dhaka,Local SME,"T1 (BUET, DU, IUT)",BSc,A2,1.0,3.0552947682230123,0,95.94423112423398,38684.33628239918,3.4286800724709696
Dhaka,Local SME,T3 (Private),BSc,B1,2.0,4.157638527041318,0,123.92802756765037,55565.4325632539,3.046242846377316
Khulna,Local SME,"T1 (BUET, DU, IUT)",Diploma,B2,3.0,1.7694973845559105,1,139.81121070614154,35824.124166859314,5.819317385400046
Sylhet,Local SME,"T1 (BUET, DU, IUT)",BSc,A2,1.0,1.4553079722888937,0,116.55108807903466,33928.435834151496,4.749456862675477
Dhaka,Outsourcing,T3 (Private),BSc,B2,3.0,2.2761221344224323,0,88.11857882178597,48451.36061671313,7.2650885624018935
Rajshahi,Outsourcing,"T1 (BUET, DU, IUT)",BSc,B1,2.0,5.9793584626083796,1,141.95393501762697,37147.27889674436,5.998506653342988
Dhaka,Freelancer,T3 (Private),BSc,B2,3.0,4.117049563192933,1,154.32057815759575,44077.778693768116,6.107007808106324
Khulna,Freelancer,"T1 (BUET, DU, IUT)",PhD,A2,1.0,0.6958464512495864,0,92.78964252607915,32318.279203042,1.9597098456562312
Rajshahi,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,6.261853838543674,1,131.74661092726572,45778.29518751172,4.816504988025566
Dhaka,Local SME,T3 (Private),BSc,B1,2.0,8.418958131491605,1,146.69667841468103,130141.98502608525,5.429106072190886
Khulna,Outsourcing,"T1 (BUET, DU, IUT)",MSc,A2,1.0,3.0121209796612387,0,110.8734383202949,27626.706514838683,2.413591108013535
Dhaka,Local SME,Self-taught,MSc,C1,4.0,3.4592394226495538,1,144.75514865288844,87928.82852821762,4.217398545333876
Chittagong,Local SME,"T1 (BUET, DU, IUT)",BSc,A2,1.0,3.783687789321504,0,114.1815972621001,59713.35805182867,4.252175594221578
Dhaka,Freelancer,"T1 (BUET, DU, IUT)",BSc,B2,3.0,6.472282065558367,1,127.57675113463283,89554.06876489686,5.49215664760512
Dhaka,Local SME,"T1 (BUET, DU, IUT)",BSc,A2,1.0,2.5411841670456177,0,113.07285247979566,43037.2413680367,3.0513004899625678
Sylhet,Local SME,T3 (Private),PhD,B2,3.0,7.6103549926263785,1,128.17662516871673,46316.9688681008,3.4394343137652994
Dhaka,Outsourcing,T3 (Private),Diploma,B2,3.0,8.239297757802547,0,131.07322978077417,86975.34777829966,4.324115927285084
Chittagong,MNC subsidiary,T3 (Private),BSc,B1,2.0,3.0920282555220115,1,128.00151100261573,44465.013549350435,5.005321773846309
Chittagong,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,2.7158396771046336,1,141.96768130020212,69002.05678769811,6.1295655660146
Sylhet,MNC subsidiary,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,3.5526158113307797,1,123.75969762559443,57092.6917765451,6.934085285129371
Dhaka,Local SME,"T1 (BUET, DU, IUT)",MSc,B2,3.0,10.58150544762791,1,106.02395634129282,63644.95976218797,4.941845822043761
Dhaka,Freelancer,"T1 (BUET, DU, IUT)",MSc,A2,1.0,2.9799842718120746,1,123.6005516043307,57554.9779065691,5.203526140929579
Rajshahi,Local SME,"T1 (BUET, DU, IUT)",BSc,B1,2.0,2.1049268427133003,1,135.63225889067076,32546.403590532915,5.904091299907941
Dhaka,MNC subsidiary,T3 (Private),Diploma,B2,3.0,11.280950347988854,0,124.28509087504183,100426.53748764438,4.211637094834784
Dhaka,Local SME,T3 (Private),BSc,C1,4.0,4.969219331237724,1,165.28811069062408,59984.536556527295,3.529386918017865
Dhaka,MNC subsidiary,T3 (Private),BSc,B1,2.0,5.627025179655511,0,97.47911111635958,37262.560366302605,2.5716587559960673
Dhaka,MNC subsidiary,"T1 (BUET, DU, IUT)",MSc,B1,2.0,3.3754541540520333,1,152.6189221263653,87550.58937819808,6.738974084224606
Dhaka,Local SME,"T1 (BUET, DU, IUT)",Diploma,B2,3.0,5.054950022955587,1,138.85550201859215,84892.05596125052,5.530019037414167
Dhaka,Outsourcing,"T1 (BUET, DU, IUT)",PhD,A2,1.0,2.89426510916518,1,140.70873849555662,63166.24528763855,6.27009074754427
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",Diploma,C1,4.0,8.279516622598125,1,160.19764889311668,71917.90719752085,5.1373158922245326
Dhaka,MNC subsidiary,T3 (Private),BSc,B1,2.0,5.460829168970415,0,92.00040427428885,76963.07049758239,2.9239621710157615
Dhaka,Outsourcing,T3 (Private),BSc,B2,3.0,6.608499401912548,0,89.79178627456045,58621.07520297618,2.2769621794411106
Khulna,Local SME,"T2 (KUET, RUET, SUST)",Diploma,B2,3.0,3.677699038300225,0,114.43690429280745,36019.78610425945,2.430513320899564
Dhaka,Outsourcing,T3 (Private),BSc,B1,2.0,4.726292178743138,1,143.5516012542328,74209.4742728872,3.534874529609916
Dhaka,Outsourcing,T3 (Private),MSc,B2,3.0,3.461200044008459,0,85.68538010394987,63288.078379890576,4.518092657307052
Chittagong,Local SME,"T1 (BUET, DU, IUT)",MSc,B1,2.0,0.6945918402367629,1,125.79005605776581,38789.09767905713,6.1763744289390035
Dhaka,Outsourcing,"T1 (BUET, DU, IUT)",BSc,B1,2.0,7.664900527185813,0,110.69457790125173,72996.6224994604,0.711378960097361
Dhaka,Local SME,T3 (Private),MSc,B2,3.0,10.113956343644908,0,125.05825044260617,71526.78622697164,3.9421821662353955
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",BSc,A2,1.0,8.08610942601453,0,129.06184558898698,79606.62709378685,1.7897737272082108
Khulna,Local SME,"T1 (BUET, DU, IUT)",Diploma,B2,3.0,1.662797074249651,0,137.6692012919772,31921.487669766593,5.548715411923174
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",Diploma,B2,3.0,3.4697173039368625,1,140.91371200476678,63250.10304980323,3.957502749460877
Rajshahi,Local SME,"T1 (BUET, DU, IUT)",MSc,A2,1.0,3.3410852257579524,1,148.0780581773313,30749.235098442066,3.694345026674652
Chittagong,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,2.174588897469947,1,117.33601378235393,41721.324558276414,4.975189561498673
Dhaka,Freelancer,T3 (Private),MSc,B1,2.0,5.13431431576973,0,105.33404260530112,91305.58589774102,2.9718878379532354
Rajshahi,Outsourcing,T3 (Private),Diploma,B2,3.0,10.324011269557209,1,96.62910839982169,41589.71803913358,5.16223174216855
Dhaka,Freelancer,T3 (Private),Diploma,B1,2.0,3.3035306493453436,0,118.90160411581971,47763.733851143326,4.260056214152826
Dhaka,Outsourcing,"T1 (BUET, DU, IUT)",Diploma,B2,3.0,8.553380050543282,1,120.924034999523,68290.99772127792,3.1184834795370424
Khulna,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,A2,1.0,3.3229705920545447,0,114.11781089299352,31959.67785959263,4.202896384077082
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",MSc,A2,1.0,7.707789091162977,1,132.76353483940892,81842.431561444,4.126485846931501
Dhaka,Outsourcing,"T1 (BUET, DU, IUT)",BSc,A2,1.0,2.2173084822962545,0,104.68653751155829,91602.11400939037,4.899851584471065
Khulna,Local SME,"T1 (BUET, DU, IUT)",MSc,B2,3.0,4.640170820283627,1,148.3979678632028,38531.53532099873,4.455228908745227
Dhaka,MNC subsidiary,T3 (Private),BSc,B2,3.0,15.0,1,132.52606178483194,90239.23485900405,5.86358306963122
Dhaka,Outsourcing,Self-taught,BSc,A2,1.0,2.574304904398881,1,115.38731523148121,61743.014279809315,3.2822620679315646
Dhaka,Local SME,T3 (Private),BSc,B1,2.0,2.9699704628552395,0,104.1561097536415,74008.79145398943,3.6662466954378865
Sylhet,Local SME,T3 (Private),BSc,B2,3.0,2.6264965261718807,0,116.66308271419123,61692.39798976779,6.04934703642876
Dhaka,Local SME,T3 (Private),BSc,B2,3.0,0.3717852003402858,0,107.96409125745248,46212.02523813364,4.525430018089399
Rajshahi,Freelancer,"T2 (KUET, RUET, SUST)",MSc,C1,4.0,11.044401927891418,1,164.55394161176807,43123.15603397319,7.4479629352722005
Rajshahi,Local SME,T3 (Private),BSc,B1,2.0,2.0666641344942835,1,96.4510978397412,43397.30050304052,5.243225888473543
Dhaka,Outsourcing,"T1 (BUET, DU, IUT)",Diploma,A2,1.0,10.038895002299705,0,111.45367640466438,62108.45864179645,3.5783392952116793
Dhaka,Outsourcing,Self-taught,BSc,B2,3.0,4.631836862593788,0,119.27356522900557,58778.047779278786,4.14403959330314
Dhaka,Outsourcing,"T1 (BUET, DU, IUT)",Diploma,A2,1.0,12.768338950188515,1,125.59135878650235,119276.66136996301,4.431675297984763
Dhaka,Freelancer,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,13.64373913438963,1,167.58727813417934,148820.6117820054,5.712547443209917
Khulna,Outsourcing,"T1 (BUET, DU, IUT)",BSc,B2,3.0,3.254536801892574,1,129.45839039793577,42708.371796105486,7.031109520071801
Rajshahi,Freelancer,T3 (Private),BSc,A2,1.0,1.1053315207971377,0,114.12757571339,44519.88745588967,5.350449003352868
Dhaka,Local SME,"T1 (BUET, DU, IUT)",BSc,B2,3.0,1.456523385374662,1,131.6257378009624,61925.68955597714,5.812059024829103
Chittagong,Local SME,T3 (Private),BSc,B1,2.0,7.248673298235444,0,136.34702078638315,89362.4185955048,4.102737728257984
Dhaka,Outsourcing,T3 (Private),BSc,B1,2.0,4.682081577832807,1,120.01637357381385,73143.05139839827,7.887237525372872
Khulna,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,2.426078204746686,0,100.08813932580347,40122.439159800175,4.7304758684740715
Chittagong,Local SME,"T2 (KUET, RUET, SUST)",BSc,A2,1.0,6.6570469008472175,1,152.01575744296503,59083.28179628014,4.121902793326942
Dhaka,Local SME,T3 (Private),BSc,B2,3.0,4.805269005426234,1,135.1912245591444,57766.0030181851,7.78158051903143
Dhaka,Outsourcing,T3 (Private),BSc,A2,1.0,8.878379474191595,1,150.8172423988951,86103.9610901357,6.482699586016941
Dhaka,Local SME,T3 (Private),MSc,B2,3.0,3.6356726262313166,0,98.82319481562705,49602.46177246832,4.06376802641061
Dhaka,Local SME,T3 (Private),BSc,A2,1.0,6.807243798389514,1,119.56468832423575,86230.22513642178,6.35225611292051
Dhaka,Local SME,T3 (Private),BSc,B1,2.0,5.618198707858517,0,113.7339482599415,46198.68948211284,4.377539324878771
Rajshahi,Local SME,T3 (Private),MSc,B1,2.0,5.193414862597815,1,131.5064845567945,58529.75928457879,4.42980234010667
Dhaka,Outsourcing,T3 (Private),BSc,B1,2.0,15.0,0,103.016487654696,133356.05286659958,1.0737682201494574
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",MSc,B2,3.0,7.837189046354268,1,122.34817371200819,77144.26390109972,7.157459843333726
Chittagong,Local SME,"T2 (KUET, RUET, SUST)",BSc,C1,4.0,6.432673649324077,1,141.67008747226063,43871.17252013513,7.287170036212846
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",Diploma,B1,2.0,3.6242985875170843,1,105.54728168882906,48749.61021155796,6.242640281182592
Sylhet,Outsourcing,Self-taught,BSc,B2,3.0,6.134655915158332,1,130.0134429442127,57685.557031719356,6.673087509969456
Dhaka,Freelancer,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,2.2593450805556947,1,98.97168816198766,73631.48697071568,8.209786862794319
Dhaka,Local SME,Self-taught,Diploma,C1,4.0,11.289418844397083,1,162.11501631229103,100569.27743385738,6.226396760322405
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",BSc,A2,1.0,5.618548777232394,0,107.75497678995396,103985.18776630991,5.320513175905352
Dhaka,Outsourcing,Self-taught,BSc,B1,2.0,0.7746714944204663,1,102.66876859810966,45286.10632238374,5.930003694319271
Dhaka,Outsourcing,T3 (Private),PhD,B2,3.0,1.5195825404230772,0,120.00202957181385,39605.525042910784,4.572258155371695
Rajshahi,Local SME,"T2 (KUET, RUET, SUST)",Diploma,B1,2.0,13.396415092555392,1,126.51004130844944,80997.51248929683,8.140340140831109
Chittagong,Local SME,Self-taught,Diploma,B1,2.0,4.6328937181671765,1,115.93922676322936,48561.917102806,6.859394489191632
Chittagong,Local SME,"T1 (BUET, DU, IUT)",Diploma,B2,3.0,5.4888946423029505,0,114.29182067587827,60889.402546579884,3.9463716037217775
Chittagong,Local SME,T3 (Private),BSc,B2,3.0,1.9207345413518373,1,109.09761812469729,42002.09655520664,6.821540949860251
Rajshahi,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,9.133531848703258,1,153.08620834929636,92899.25326269549,3.322443577313848
Dhaka,Outsourcing,T3 (Private),BSc,B2,3.0,2.1856880696277314,1,132.35003542480496,55364.08506919912,5.856042657039455
Chittagong,Outsourcing,T3 (Private),BSc,B2,3.0,4.2405453424889,1,139.06505575928395,51917.054665000294,6.449551923718595
Sylhet,Freelancer,"T1 (BUET, DU, IUT)",Diploma,A2,1.0,4.635533919288556,1,167.6396124486956,53705.351873431464,1.8343469403718105
Sylhet,Local SME,T3 (Private),Diploma,C1,4.0,9.833747179048073,1,154.05825834992064,90549.73930302492,5.662354926771932
Chittagong,Outsourcing,T3 (Private),PhD,B2,3.0,4.038369837132497,1,107.22580659150594,30653.97443037154,5.826782753550899
Sylhet,MNC subsidiary,T3 (Private),Diploma,B1,2.0,4.417693049537025,1,137.12027399769838,37336.67604211466,6.665444660650219
Dhaka,Local SME,"T1 (BUET, DU, IUT)",Diploma,C1,4.0,2.913099752061235,0,99.71959113913445,84177.56674405253,1.7385842619414582
Dhaka,Freelancer,T3 (Private),Diploma,B2,3.0,4.181663878567074,1,125.58135237236908,63675.257783687266,6.196943497862666
Chittagong,Local SME,T3 (Private),BSc,A2,1.0,3.6994971155797285,1,106.0124840611792,36303.56710602266,5.562472589272011
Sylhet,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,3.995212095546727,1,131.71981998673573,58073.56767498175,3.8775249828909777
Dhaka,Local SME,"T1 (BUET, DU, IUT)",Diploma,B1,2.0,4.277665178747222,0,114.08679681984694,74203.07471651261,2.4818859965855644
Rajshahi,Outsourcing,T3 (Private),Diploma,B2,3.0,2.334560962665502,0,107.86877760509033,33909.925675706996,6.498749949858664
Dhaka,MNC subsidiary,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,3.1400864515962357,1,148.0121828251273,27834.981895169672,4.223686192813864
Dhaka,Local SME,"T1 (BUET, DU, IUT)",BSc,C1,4.0,1.1484617334709175,1,149.52516624289262,44004.64355142894,6.770809614752616
Sylhet,Freelancer,"T2 (KUET, RUET, SUST)",BSc,C1,4.0,0.5696997228522442,1,135.7273906137736,36235.85698244808,4.727443390831283
Dhaka,Freelancer,T3 (Private),MSc,C1,4.0,4.957890489957682,0,101.30528812360406,64064.39039362955,3.118890287461216
Dhaka,MNC subsidiary,T3 (Private),BSc,C1,4.0,4.419865364962602,1,117.38022254023963,63979.14296090334,3.206220885637249
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,5.399634937417491,0,111.68193838602718,55508.58617066224,6.215355912095924
Dhaka,Local SME,"T1 (BUET, DU, IUT)",Diploma,B2,3.0,1.7823479092915964,1,151.29863418683803,72618.64955411406,6.701831101271557
Chittagong,MNC subsidiary,"T1 (BUET, DU, IUT)",Diploma,B1,2.0,2.1169829939567113,0,106.20750852150904,65403.81662460774,1.0546213614163302
Dhaka,Freelancer,"T1 (BUET, DU, IUT)",BSc,C1,4.0,3.831027452138965,1,141.71755783021018,71032.0918099561,4.39196871545934
Chittagong,Local SME,"T1 (BUET, DU, IUT)",BSc,B1,2.0,3.832251008848058,1,137.65394447445277,51585.65465988953,5.538568247192068
Chittagong,Local SME,"T1 (BUET, DU, IUT)",BSc,B1,2.0,2.2945000577324177,0,89.1251306893054,34827.204342291836,3.420869285780065
